"nid","condition","username","animal","animal_sig","scientific","animal_wri","animal_cat","animal_gro","confidence","observatio","created_da","time_since","latitude","longitude","salvage","road_type","roadside_f","speed_limi","travel_fre","carcass_po","incorrect_","observer","CROSv1_NID","input_meth","review_sta","verificati","verifica_1","Image","chips_Code","chips_Numb","chips_Date","chips_Crea","chips_Area","chips_Type","chips_Stre","chips_Loca","chips_Lati","chips_Long","chips_Mark","chips_Anim","chips_Conf","chips_Nu_1","chips_Age","chips_Casc","chips_An_1","chips_Driv","chips_Nu_2","chips_Attr","chips_Note","chips_Deta","ROUTE_NUMB","AADT","StreetImageryDate","MedianType","SecondaryAttribute","MedianWidth","RoadsideBarrier","MedianNotes"
84054,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-09-23 15:45:00,"2020/09/23 18:08:00.000","definitely less than 6 hours",39.8545097048,-120.684676755,"No","state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
62276,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-12-07 14:15:00,"2019/12/07 22:46:00.000","definitely less than 3 hours",39.8568405242,-120.687257498,"No","state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"short fence, cable",NA
51812,"Dead","cdillingham","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-03-30 05:00:00,"2019/04/01 15:07:00.000","definitely less than 24 hours",39.857784,-120.688152,NA,NA,NA,NA,"weekly",NA,NA,"Colin Dillingham",77182,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
61199,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-08-26 13:59:00,"2019/08/26 15:40:00.000","definitely less than 6 hours",39.8582488607,-120.688589719,NA,"state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","intersection",NA,NA,"t-junction, no break in median"
48105,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-05-05 05:45:00,"2017/05/05 06:08:00.000","definitely less than 3 hours",39.858521,-120.688827,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",70081,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
80503,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-02-25 16:00:00,"2020/02/25 17:32:00.000","definitely less than 6 hours",39.8602830736,-120.690306352,"No","state / rural highway",NA,"55 mph","several times per month","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
80253,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-02-10 10:00:00,"2020/02/11 15:30:00.000","definitely less than 3 hours",39.8628566372,-120.692822214,"No","state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
81997,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-06-11 08:45:00,"2020/06/12 15:40:00.000","definitely less than 3 hours",39.8632148696,-120.693374726,"No","state / rural highway",NA,"55 mph","monthly","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51859,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-04-12 08:15:00,"2019/04/12 08:30:00.000","definitely less than 12 hours",39.864209,-120.69502,NA,"state / rural highway",NA,"55 mph","monthly","road surface",NA,"Gary Rotta",77247,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
61312,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-09-11 09:32:00,"2019/09/11 19:31:00.000","definitely less than 6 hours",39.8692057202,-120.704736956,NA,"state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
51819,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-04-02 02:15:00,"2019/04/03 08:15:00.000","definitely less than 3 hours",39.873871,-120.747577,NA,"state / rural highway",NA,"55 mph","monthly","road surface",NA,"Gary Rotta",77191,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
61324,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-09-12 16:12:00,"2019/09/13 09:03:00.000","definitely less than 6 hours",39.8740762463,-120.7442782,NA,"state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,"thrie beam",NA
60072,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-10-12 05:30:00,"2018/10/12 07:21:00.000","definitely less than 12 hours",39.874166,-120.739607,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",75974,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010773.JPG?itok=w0c9KChq",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
47432,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2016-11-02 10:15:00,"2016/11/03 02:18:00.000","definitely less than 12 hours",39.874439,-120.71846,NA,"state / rural highway",NA,"55 mph","weekly","road shoulder",NA,"Gary Rotta",68807,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
83731,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-09-08 11:15:00,"2020/09/10 11:46:00.000","definitely less than 3 hours",39.8747349553,-120.735193868,"No","state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
58267,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-03-18 06:45:00,"2017/03/18 07:03:00.000","definitely less than 6 hours",39.875492,-120.722752,NA,"state / rural highway",NA,"55 mph","monthly","road shoulder","Correct Species Entered","Gary Rotta",69726,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1000813.JPG?itok=a8U76b-z",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"cable",NA
81052,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-04-10 10:15:00,"2020/04/10 12:33:00.000","definitely less than 6 hours",39.8755706832,-120.722986329,"No","state / rural highway",NA,"55 mph","monthly","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out, intersection",NA,"cable","t-junction, no break in median"
62545,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-01-13 10:00:00,"2020/01/13 15:39:00.000","definitely less than 6 hours",39.8762911302,-120.751401655,"No","state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,"thrie beam",NA
80879,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-03-19 11:00:00,"2020/03/20 09:50:00.000","definitely less than 6 hours",39.8769127669,-121.372359753,"No","state / rural highway",NA,"55 mph","several times per year","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,1350,2022-10-01,"no median",NA,NA,"thrie beam",NA
51224,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-11-02 03:00:00,"2018/11/02 11:26:00.000","definitely less than 24 hours",39.877428,-120.752939,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",76204,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,"thrie beam",NA
80170,"Dead","skreling32","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-02-04 08:15:00,"2020/02/05 08:17:00.000",NA,39.877612,-122.199859,"No",NA,NA,NA,NA,NA,NA,NA,0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,5,26500,2023-09-01,"vegetative, concrete","sparse shrubs/trees",NA,"concrete",NA
60371,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-06-19 09:58:00,"2019/06/20 08:35:00.000","definitely less than 6 hours",39.8787549212,-120.759517185,NA,"state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51317,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-11-17 05:45:00,"2018/11/17 07:42:00.000","definitely less than 6 hours",39.879384,-120.769798,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",76391,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
81051,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-04-10 10:00:00,"2020/04/10 12:28:00.000","definitely less than 3 hours",39.8814127752,-120.776410753,"No","state / rural highway",NA,"55 mph","monthly","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2020/04/P1000578.JPG?itok=0BgNAwTV",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
50043,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-03-26 02:30:00,"2018/03/26 09:31:00.000","definitely less than 3 hours",39.881563,-120.777168,NA,"state / rural highway",NA,"55 mph","monthly","road surface",NA,"Gary Rotta",73544,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
47861,"Dead","micah_silver","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-02-21 00:30:00,"2017/02/21 01:49:00.000","definitely less than 24 hours",39.895022,-120.786695,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"micah silver",69596,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"short fence",NA
28151,"Dead","kelbyg","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2015-03-31 03:15:00,"2015/03/31 03:07:00.000","definitely less than 24 hours",39.911527,-120.805122,NA,"state / rural highway",NA,"55 mph","weekly",NA,NA,"kelby gardiner",45705,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
61311,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-09-11 09:24:00,"2019/09/11 19:26:00.000","definitely less than 3 hours",39.9122379932,-120.808638926,NA,"state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
60921,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-08-01 10:49:00,"2019/08/01 12:48:00.000","definitely less than 6 hours",39.9151757971,-120.820763607,NA,"state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
81174,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-04-20 11:45:00,"2020/04/20 15:44:00.000","definitely less than 6 hours",39.9163525291,-120.826249276,"No","state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
83730,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-09-08 11:00:00,"2020/09/10 11:43:00.000","definitely less than 6 hours",39.9169038581,-120.827721357,"No","state / rural highway",NA,"55 mph","several times per month","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
51318,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-11-17 06:00:00,"2018/11/17 07:48:00.000","definitely less than 6 hours",39.919682,-120.831892,NA,"state / rural highway",NA,"55 mph","weekly","road surface",NA,"Gary Rotta",76393,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59264,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-05-26 09:30:00,"2018/05/27 02:45:00.000","definitely less than 12 hours",39.922516,-120.8341,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",74060,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010700.JPG?itok=TpKraD-r",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","intersection",NA,NA,"t-junction, no break in median"
87053,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-06-13 09:30:00,"2021/06/13 10:00:00.000","definitely less than 6 hours",39.9227059156,-120.834295111,"No","state / rural highway","w-beam guardrail","55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/06/P1000827.JPG?itok=pteM-ZhY",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","intersection",NA,NA,"t-junction, no break in median"
61025,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-08-11 09:19:00,"2019/08/11 14:04:00.000","definitely less than 3 hours",39.9227912817,-120.834291835,NA,"state / rural highway","w-beam guardrail","55 mph","daily","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","intersection",NA,"thrie beam","t-junction, no break in median"
83616,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2020-09-04 10:45:00,"2020/09/04 11:05:00.000","definitely less than 3 hours",39.923268507,-120.834700327,"No","state / rural highway","w-beam guardrail","55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
51726,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-03-08 03:00:00,"2019/03/08 04:17:00.000","definitely less than 12 hours",39.924315,-120.835875,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",77033,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59178,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-01-30 02:45:00,"2018/01/30 03:44:00.000","definitely less than 6 hours",39.925261,-120.837014,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",73269,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010616.JPG?itok=vN30HaNs",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
59004,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-10-22 02:45:00,"2017/10/22 05:55:00.000","definitely less than 6 hours",39.925601,-120.837507,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",72288,NA,"not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010429.JPG?itok=gfCGETey",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,NA,NA
62031,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-11-14 15:45:00,"2019/11/14 16:33:00.000","definitely less than 6 hours",39.9263827317,-120.838530402,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
61951,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-11-11 15:30:00,"2019/11/11 15:54:00.000","definitely less than 6 hours",39.9273001051,-120.839647689,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/11/P1000523.JPG?itok=pocVPHfu",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out, intersection",NA,"thrie beam","t-junction, no break in median"
86609,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-05-01 14:30:00,"2021/05/01 14:58:00.000","definitely less than 12 hours",39.9273047331,-120.839624916,"No","state / rural highway","w-beam guardrail","55 mph","several times per week","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/05/P1000772.JPG?itok=fd2_xxHN",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out, intersection",NA,"thrie beam","t-junction, no break in median"
59154,"Dead","ravenamstutz","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2017-12-27 08:00:00,"2017/12/27 11:49:00.000","definitely less than 12 hours",39.927421,-120.839739,NA,"state / rural highway",NA,"55 mph","daily","road surface","Correct Species Entered","Gary Rotta",73107,NA,"reviewed","verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010572.JPG?itok=iUR-KPiJ",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,"thrie beam",NA
51414,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2018-12-13 00:45:00,"2018/12/13 03:10:00.000","definitely less than 3 hours",39.927455,-120.839758,NA,"state / rural highway",NA,"55 mph","daily","road surface",NA,"Gary Rotta",76571,"Bulk Upload CSV","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
62412,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2019-12-26 10:30:00,"2019/12/26 11:18:00.000","definitely less than 3 hours",39.9283655593,-120.841014278,"No","state / rural highway",NA,"55 mph","several times per week","road shoulder",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median","pull-out",NA,"thrie beam",NA
85761,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-02-27 09:30:00,"2021/02/27 10:00:00.000","definitely less than 3 hours",39.9287239636,-120.841636504,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/02/P1000701.JPG?itok=C0NVVn8l",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,"thrie beam",NA
85374,"Dead","grotta","Western Gray Squirrel",NA,"Sciurus griseus",NA,"Mammal (Small)","Squirrels","100% certain",2021-01-17 11:00:00,"2021/01/17 11:29:00.000","definitely less than 6 hours",39.9288144643,-120.841845716,"No","state / rural highway",NA,"55 mph","several times per week","road surface",NA,"Gary Rotta",0,"Manual Entry","not reviewed","not verified",NA,"/california/sites/default/files/styles/thumbnail/public/images/observations/2021/01/P1000676.JPG?itok=CEympiVl",0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,70,2950,2022-10-01,"no median",NA,NA,NA,NA
