nid,condition,username,animal,animal_sig,scientific,animal_wri,animal_cat,animal_gro,confidence,observatio,created_da,time_since,latitude,longitude,salvage,road_type,roadside_f,speed_limi,travel_fre,carcass_po,incorrect_,observer,CROSv1_NID,input_meth,review_sta,verificati,verifica_1,Image,chips_Code,chips_Numb,chips_Date,chips_Crea,chips_Area,chips_Type,chips_Stre,chips_Loca,chips_Lati,chips_Long,chips_Mark,chips_Anim,chips_Conf,chips_Nu_1,chips_Age,chips_Casc,chips_An_1,chips_Driv,chips_Nu_2,chips_Attr,chips_Note,chips_Deta,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LI_1,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,bldg_dist,nhd_dist,ow_dist,dev_dist,dev_int_dist,barren_dist,forest_dist,shrub_dist,grassland_dist,cultivated_dist,wetland_dist,wet_dist
49056,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,9/30/2017 7:15,39:00.0,definitely less than 24 hours,40.057972,-120.963163,NA,state / rural highway,NA,55 mph,monthly,road surface,NA,Gary Rotta,71905,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_089_P,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2100,137,107,NA,NA,NA,NA,121,NA,2,25.3,NA,0.445,0,NA,NA,0,NA,0,6_SHS_089_P,105+08779,P1.11,CA-89,NA,CR-A22/Arlington Rd,United States,California,Plumas,95934,Northbound,40.0386704,-120.983902,40.085842,-120.918909,6.121026302,0.00165801,Oct-22,no median,NA,NA,NA,NA,30,120,1575,0,67,17374,30,90,216,5031,408,408
49059,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,9/30/2017 7:45,47:00.0,definitely less than 24 hours,40.198413,-121.136456,NA,state / rural highway,NA,65 mph,monthly,road surface,NA,Gary Rotta,71908,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_089_P,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,970,93,95,NA,NA,NA,NA,163,NA,2,8.5,NA,0.36,0,NA,NA,0,NA,0,6_SHS_089_P,105+08887,P1.11,CA-89,NA,Prattville Butt Reservoir Rd,United States,California,Plumas,95923,Northbound,40.171948,-121.0806112,40.204372,-121.168114,5.612558412,0.001740027,Oct-23,no median,NA,NA,NA,NA,1398,182,454,0,216,5501,30,499,424,15287,450,450
49070,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,10/2/2017 10:30,47:00.0,definitely less than 12 hours,39.786379,-120.631084,NA,state / rural highway,NA,55 mph,weekly,road surface,NA,Gary Rotta,71933,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,99,NA,2,10.6,NA,0.206,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001656751,Oct-22,no median,intersection,NA,NA,"t-junction, no break in median",90,67,1181,0,30,1624,90,67,85,2202,446,446
49114,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,10/7/2017 9:00,31:00.0,definitely less than 24 hours,39.954705,-120.957584,NA,state / rural highway,NA,50 mph,daily,road surface,NA,Gary Rotta,71996,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,77,NA,2,1.3,NA,0.428,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001571938,Oct-22,no median,NA,NA,NA,NA,175,30,1617,0,0,18887,42,30,765,1063,60,60
49117,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,10/9/2017 9:00,44:00.0,definitely less than 24 hours,39.973174,-120.937543,NA,state / rural highway,NA,55 mph,daily,road surface,NA,Gary Rotta,72013,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,105,NA,2,0.3,NA,0.439,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001544414,Oct-22,no median,pull-out,NA,NA,NA,120,366,2656,0,0,19788,30,120,210,470,212,212
49465,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,11/18/2017 5:30,41:00.0,definitely less than 6 hours,39.803327,-120.514183,NA,state / rural highway,NA,55 mph,monthly,road surface,NA,Gary Rotta,72660,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5125,178,93,NA,NA,NA,NA,112,NA,2,5.4,NA,0.172,0,NA,NA,0,NA,0,6_SHS_070_P,105+08794,P1.11,CA-70,NA,West St,United States,California,Plumas,96122,Eastbound,39.784438,-120.620102,39.809777,-120.471811,9.17187092,0.001726549,Oct-22,no median,NA,NA,tall fence,NA,162,600,741,30,60,9791,42,0,323,2408,268,268
49603,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,12/1/2017 7:15,22:00.0,definitely less than 24 hours,39.950675,-120.960159,NA,state / rural highway,NA,50 mph,daily,road shoulder,NA,Gary Rotta,72844,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5225,929,75,NA,NA,NA,NA,81,NA,2,0,NA,0.345,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001008344,Oct-22,no median,NA,NA,NA,NA,108,153,1531,0,0,18856,42,60,330,693,85,85
49616,Dead,micah_silver,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,12/7/2017 23:45,46:00.0,definitely less than 24 hours,39.934604,-120.888609,NA,NA,NA,40 mph,daily,center-divide / median,NA,micah silver,72866,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5750,88,91,NA,NA,NA,NA,64,NA,2,1,NA,0.35,0,NA,NA,0,NA,0,6_SHS_070_P,105+08894,P1.11,CA-70,NA,Squirrel Creek Rd,United States,California,Plumas,95971,Eastbound,39.936754,-120.948961,39.9123986,-120.8075866,8.334405727,0.001825428,Oct-22,no median,pull-out,NA,NA,NA,60,767,1061,0,0,18380,30,162,234,1032,384,384
49715,Dead,fmshilling,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,11/21/2017 9:00,00:00.0,definitely less than 24 hours,40.315724,-122.039429,NA,state / rural highway,NA,65 mph,annually,road surface,Correct Species Entered,Fraser Shilling,72988,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1300,56,28,NA,NA,NA,NA,77,NA,2,0,NA,0.184,0,NA,NA,0,NA,0,6_SHS_036_P,105+07555,P1.11,CA-36,NA,CA-172/Husky Way,United States,California,Tehama,96075,Eastbound,40.3136014,-122.0708826,40.3473432,-121.5973858,27.59806248,0.00175453,Oct-22,no median,NA,NA,NA,NA,644,443,4397,0,60,9760,402,30,30,735,553,553
49809,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,12/31/2017 4:00,14:00.0,definitely less than 6 hours,39.934736,-120.917346,NA,state / rural highway,NA,50 mph,daily,road surface,NA,Gary Rotta,73122,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_S,70,NA,10,4,4,2,99999,0,0,1,0,4,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,9300,129,110,NA,NA,NA,NA,84,NA,2,0.5,NA,0.35,0,NA,NA,0,NA,0,6_SHS_070_S,105-08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Westbound,39.9123986,-120.8075866,39.9375522,-120.9393038,7.807688171,0.001772448,Oct-22,no median,NA,NA,NA,NA,30,90,1050,0,0,19345,90,283,816,1645,1170,1050
49998,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,3/16/2018 7:00,09:00.0,definitely less than 24 hours,40.027902,-121.123838,NA,state / rural highway,NA,55 mph,monthly,road shoulder,NA,Gary Rotta,73484,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,100,NA,2,2.4,NA,0.215,0,NA,NA,0,NA,0,6_SHS_070_P,105+08893,P1.11,CA-70,NA,Unnamed Street 1,United States,California,Plumas,95984,Eastbound,40.0070404,-121.2494158,40.0195632,-121.1043044,9.840851366,0.001690503,Oct-22,no median,pull-out,NA,NA,NA,300,60,242,0,42,3391,30,30,685,10929,3786,242
50043,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,3/26/2018 2:30,31:00.0,definitely less than 3 hours,39.881563,-120.777168,NA,state / rural highway,NA,55 mph,monthly,road surface,NA,Gary Rotta,73544,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,3,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,133,NA,2,35.5,NA,0.454,0,NA,NA,0,NA,0,6_SHS_070_P,105+08895,P1.11,CA-70,NA,Sloat Rd,United States,California,Plumas,95971,Eastbound,39.9123986,-120.8075866,39.876035,-120.729646,5.508348282,0.000291218,Oct-22,no median,NA,NA,NA,NA,638,42,1674,0,0,11911,30,691,424,4513,1254,1254
50044,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,3/26/2018 2:45,35:00.0,exact time of impact (witnessed event),39.77789,-120.60791,NA,state / rural highway,NA,55 mph,monthly,road surface,NA,Gary Rotta,73545,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,5125,178,93,NA,NA,NA,NA,93,NA,2,26.3,NA,0.188,0,NA,NA,0,NA,0,6_SHS_070_P,105+08794,P1.11,CA-70,NA,West St,United States,California,Plumas,96122,Eastbound,39.784438,-120.620102,39.809777,-120.471811,9.17187092,0.001677152,Oct-22,no median,NA,NA,NA,NA,331,421,1142,0,0,1332,30,306,1218,892,466,466
50045,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,3/26/2018 9:00,38:00.0,definitely less than 12 hours,39.815216,-120.655718,NA,state / rural highway,NA,55 mph,monthly,road surface,NA,Gary Rotta,73546,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,113,NA,2,4.2,NA,0.203,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001632828,Oct-22,no median,NA,NA,thrie beam,NA,120,212,1785,0,0,5468,30,42,1865,6046,666,666
50056,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,4/1/2018 3:00,59:00.0,definitely less than 6 hours,39.934997,-120.9247,NA,state / rural highway,NA,50 mph,daily,road surface,NA,Gary Rotta,73573,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_S,70,NA,10,4,4,2,99999,0,0,1,0,4,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,9300,129,110,NA,NA,NA,NA,66,NA,2,0,NA,0.246,0,NA,NA,0,NA,0,6_SHS_070_S,105-08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Westbound,39.9123986,-120.8075866,39.9375522,-120.9393038,7.807688171,0.001808658,Oct-22,no median,intersection,NA,NA,"t-junction, no break in median",60,577,1396,0,0,19644,30,67,467,1084,1092,1092
50081,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,4/8/2018 2:00,52:00.0,definitely less than 6 hours,39.817711,-120.452342,NA,state / rural highway,NA,65 mph,monthly,road surface,NA,Gary Rotta,73626,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,3,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,4050,116,67,NA,NA,NA,NA,91,NA,2,1.2,NA,0.094,0,NA,NA,0,NA,0,6_SHS_070_P,105+08795,P1.11,CA-70,NA,Grizzly Rd/Rocky Point Rd,United States,California,Plumas,96122,Eastbound,39.809777,-120.471811,39.8243282,-120.421765,2.927185575,0.001838412,Oct-22,no median,NA,NA,tall fence,NA,67,330,663,0,0,11790,42,85,745,3717,150,150
50103,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,4/16/2018 7:45,44:00.0,definitely less than 6 hours,39.935671,-120.886173,NA,state / rural highway,NA,40 mph,daily,road surface,NA,Gary Rotta,73670,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5750,88,91,NA,NA,NA,NA,70,NA,2,0,NA,0.333,0,NA,NA,0,NA,0,6_SHS_070_P,105+08894,P1.11,CA-70,NA,Squirrel Creek Rd,United States,California,Plumas,95971,Eastbound,39.936754,-120.948961,39.9123986,-120.8075866,8.334405727,0.001645484,Oct-22,no median,NA,NA,NA,NA,150,911,1026,0,30,18423,30,127,408,891,268,268
50333,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,5/29/2018 3:15,29:00.0,definitely less than 6 hours,39.935129,-120.927555,NA,state / rural highway,NA,50 mph,daily,road surface,NA,Gary Rotta,74160,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_S,70,NA,10,4,4,2,99999,0,0,1,0,4,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,9300,129,110,NA,NA,NA,NA,67,NA,2,0,NA,0.362,0,NA,NA,0,NA,0,6_SHS_070_S,105-08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Westbound,39.9123986,-120.8075866,39.9375522,-120.9393038,7.807688171,0.001808692,Oct-22,no median,NA,NA,NA,NA,134,485,1577,30,30,19786,0,190,418,865,886,886
50334,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,5/29/2018 3:45,33:00.0,definitely less than 6 hours,39.795429,-120.639405,NA,state / rural highway,NA,55 mph,weekly,road surface,NA,Gary Rotta,74161,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,106,NA,2,0,NA,0.16,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001622916,Oct-22,no median,NA,NA,NA,NA,228,150,485,30,30,2860,0,153,1114,3443,216,216
50464,Dead,davidhamilton,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,6/22/2018 5:15,13:00.0,definitely less than 24 hours,39.960394,-120.95239,NA,NA,NA,NA,daily,NA,NA,David Hamilton,74607,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,146,NA,2,3.5,NA,0.304,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001113133,Oct-22,no median,pull-out,NA,NA,NA,120,240,1650,0,0,19035,30,95,793,1537,212,212
50613,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,7/21/2018 4:15,23:00.0,definitely less than 24 hours,39.997218,-120.95531,NA,state / rural highway,NA,55 mph,weekly,road surface,NA,Gary Rotta,74931,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,135,NA,2,2.4,NA,0.238,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001603312,Oct-22,no median,NA,NA,rocks,roadside steep cliffside may be confounding,228,60,1458,0,0,17747,30,190,1622,2279,1506,1458
50688,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,8/7/2018 5:45,30:00.0,definitely less than 6 hours,39.819701,-120.449016,NA,state / rural highway,NA,65 mph,monthly,road surface,NA,Gary Rotta,75149,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,4050,116,67,NA,NA,NA,NA,85,NA,2,0,NA,0.067,0,NA,NA,0,NA,0,6_SHS_070_P,105+08795,P1.11,CA-70,NA,Grizzly Rd/Rocky Point Rd,United States,California,Plumas,96122,Eastbound,39.809777,-120.471811,39.8243282,-120.421765,2.927185575,0.001047895,Oct-22,no median,NA,NA,thrie beam,NA,95,350,391,0,0,11433,42,30,446,3413,339,339
50758,Dead,shugdahl,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,8/21/2018 1:30,07:00.0,definitely less than 24 hours,41.514784,-123.528814,NA,NA,NA,NA,quarterly,NA,NA,S Hugdahl,75352,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_096_P,96,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,230,13,16,0.848,1.043,15,50,273,NA,2,35.8,NA,0.298,0,NA,NA,1,SPX16X296353,1.493,6_SHS_096_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001680474,Jul-12,no median,NA,NA,NA,NA,1092,124,134,0,30,153,30,190,258,3495,3393,134
50791,Dead,grotta,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,8/27/2018 2:00,20:00.0,definitely less than 6 hours,39.932977,-120.875187,NA,state / rural highway,NA,55 mph,daily,road surface,NA,Gary Rotta,75455,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,66,NA,2,1.4,NA,0.372,0,NA,NA,0,NA,0,6_SHS_070_P,105+08894,P1.11,CA-70,NA,Squirrel Creek Rd,United States,California,Plumas,95971,Eastbound,39.936754,-120.948961,39.9123986,-120.8075866,8.334405727,0.001843171,Oct-22,no median,NA,NA,NA,NA,120,283,700,30,30,17883,67,0,124,216,175,175
50985,Dead,cdillingham,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,100% certain,9/27/2018 3:30,11:00.0,definitely less than 3 hours,39.958812,-120.954055,NA,state / rural highway,NA,55 mph,daily,road surface,NA,Colin Dillingham,75806,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3050,128,40,NA,NA,NA,NA,132,NA,2,9.2,NA,0.255,0,NA,NA,0,NA,0,6_SHS_070_P,105+08793,P1.11,CA-70,NA,Bucks Lake Rd,United States,California,Plumas,95971,Eastbound,40.0386704,-120.983902,39.936754,-120.948961,10.12872012,0.001613235,Oct-22,no median,NA,NA,thrie beam,NA,60,90,1639,0,30,18960,30,42,806,1570,85,85
51031,Dead,shugdahl,Western Gray Squirrel,NA,Sciurus griseus,NA,Mammal (Small),Squirrels,somewhat confident,10/1/2018 8:00,30:00.0,definitely less than 6 hours,41.512032,-122.906631,NA,NA,NA,NA,other,road surface,NA,S Hugdahl,75866,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_003_P,3,NA,0,0,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2700,74,58,NA,NA,NA,NA,82,NA,2,35.2,NA,0.211,0,NA,NA,0,NA,0,6_SHS_003_P,105+20694,P1.11,CA-3,NA,Main St (North),United States,California,Siskiyou,96027,Northbound,41.461333,-122.888162,41.544092,-122.9044296,6.131850584,0.001539767,May-12,no median,NA,NA,short fence,NA,85,973,2171,0,0,2075,108,30,30,192,875,875
